SUMS_ID,Galaxy,RA,Dec,Ranking,UVW2,UVW2_err,UVM2,UVM2_err,UVW1,UVW1_err,U,U_err,B,B_err,V,V_err,I,I_err,UVW2_std,UVM2_std,UVW1_std,UVW2_flux_frac,UVM2_flux_frac,UVW1_flux_frac,UVW2_resid_frac,UVM2_resid_frac,UVW1_resid_frac,UVW2_dist_moved,UVM2_dist_moved,UVW1_dist_moved,UVW2_dist_neighbor,UVM2_dist_neighbor,UVW1_dist_neighbor,UVW2_n5,UVM2_n5,UVW1_n5,UVW2_n2p5,UVM2_n2p5,UVW1_n2p5,UVW2_nobs,UVM2_nobs,UVW1_nobs,Gaia_chi2
SUMS_6e4ad,LMC,83.01534000000001,-69.27085,B-E,16.93,0.04,16.95,0.03,17.01,0.03,17.172063684656454,0.037,17.1335260924053,0.044,17.31629879298842,0.0579999999999999,18.054399283711124,0.052,0.0,0.02,0.02,0.98,0.96,0.96,0.02,0.03,0.04,0.1,0.13,0.16,2.91,2.9,2.88,2.0,2.0,2.0,0,0,0,3.0,3.0,3.0,1.0
SUMS_6e8cf,LMC,83.040615,-69.24474000000001,VB-G,18.58,0.09,18.28,0.07,18.48,0.06,19.240063684656455,0.07,18.750526092405305,0.068,18.78329879298842,0.128,19.613399283711125,0.077,0.01,0.03,0.09,0.12,0.14,0.12,-0.25,-0.04,-0.04,0.04,0.06,0.04,2.79,2.75,2.83,3.0,3.0,3.0,0,0,0,3.0,4.0,4.0,0.5
SUMS_6ed14,LMC,83.06506499999998,-69.23738,VB-G,19.2,0.08,19.1,0.09,19.08,0.09,19.549063684656456,0.086,19.125526092405305,0.055,19.27029879298842,0.139,19.921399283711125,0.099,0.18,0.22,0.23,0.13,0.14,0.15,0.14,0.2,0.17,0.01,0.02,0.02,2.79,2.71,2.86,3.0,3.0,3.0,0,0,0,4.0,4.0,3.0,0.4
SUMS_6f06c,LMC,83.083455,-69.21463,B-G,18.36,0.04,18.16,0.05,18.23,0.06,18.500063684656457,0.044,18.201526092405302,0.038,18.28129879298842,0.047,18.970399283711124,0.051,0.1,0.09,0.07,0.21,0.22,0.23,0.13,0.19,0.19,0.05,0.08,0.06,2.88,3.01,2.92,3.0,4.0,4.0,0,0,0,4.0,3.0,4.0,3.3
SUMS_6f53d,LMC,83.11407,-69.41595,VB-G,19.59,0.09,,,19.73,0.14,,,19.8865260924053,0.12,19.32229879298842,0.18,20.077399283711124,0.176,0.32,,0.08,0.34,,0.26,0.18,,0.16,0.02,,0.01,1.29,,1.31,1.0,,1.0,1,0,1,4.0,,3.0,10.8
SUMS_6f5a5,LMC,83.11642499999998,-70.30682,VB-E,18.42,0.05,18.39,0.06,18.58,0.07,18.696063684656455,0.074,19.1185260924053,0.092,19.24329879298842,0.175,20.25039928371113,,0.03,0.01,0.04,0.81,0.79,0.73,0.03,0.07,0.06,0.07,0.04,0.05,4.49,4.5,4.44,2.0,2.0,2.0,0,0,0,2.0,2.0,3.0,9.4
SUMS_6fc55,LMC,83.15824500000002,-69.38976,B-E,16.28,0.02,16.3,0.02,16.37,0.02,16.722063684656458,0.034,16.654526092405302,0.114,16.84429879298842,0.053,17.695399283711126,0.048,0.01,0.02,0.01,0.99,0.99,0.98,0.03,0.04,0.05,0.13,0.08,0.1,4.87,4.91,4.87,2.0,2.0,2.0,0,0,0,6.0,6.0,6.0,4.4
SUMS_6fc99,LMC,83.159385,-69.34075,B-E,18.61,0.03,18.53,0.04,18.56,0.03,18.842063684656456,0.057,18.282526092405305,0.047,18.38529879298842,0.062,19.180399283711125,0.06,0.08,0.05,0.1,0.93,0.93,0.91,0.13,0.13,0.14,0.06,0.04,0.04,4.42,4.38,4.42,1.0,1.0,1.0,0,0,0,10.0,9.0,10.0,1.6
SUMS_6fcc8,LMC,83.160495,-69.3279,B-E,17.6,0.02,17.55,0.02,17.64,0.02,17.734063684656455,0.057,17.6565260924053,0.047,17.88329879298842,0.07,18.686399283711125,0.053,0.05,0.03,0.08,0.95,0.96,0.93,0.05,0.06,0.06,0.11,0.1,0.1,3.2,3.17,3.21,4.0,4.0,4.0,0,0,0,11.0,10.0,11.0,0.3
SUMS_707f9,LMC,83.23317,-70.36225,B-E,18.0,0.04,18.14,0.04,18.25,0.06,18.516063684656455,0.068,18.6685260924053,0.106,18.45829879298842,0.086,18.776399283711125,0.059,0.07,0.08,0.0,0.94,0.93,0.94,0.06,0.11,0.03,0.21,0.14,0.16,2.77,2.96,2.97,1.0,1.0,1.0,0,0,0,3.0,3.0,3.0,1.4
SUMS_7100a,LMC,83.284575,-70.33997,B-E,16.74,0.03,16.77,0.03,16.89,0.04,16.972063684656455,0.046,17.1055260924053,0.048,17.15329879298842,0.0819999999999999,18.368399283711124,0.064,0.01,0.04,0.05,0.93,0.92,0.9,0.02,0.04,0.02,0.2,0.18,0.17,2.55,2.61,2.58,2.0,4.0,4.0,0,0,0,2.0,3.0,2.0,0.3
SUMS_7168f,LMC,83.326335,-69.24386,B-G,19.7,0.11,19.47,0.17,19.51,0.16,20.552063684656456,0.143,19.2315260924053,0.122,19.37529879298842,0.142,20.095399283711124,0.104,0.1,0.21,0.09,0.27,0.28,0.3,-0.02,0.01,-0.03,0.05,0.04,0.06,2.16,2.2,2.22,1.0,1.0,1.0,1,1,1,4.0,2.0,2.0,4.2
SUMS_71e17,LMC,83.374335,-69.30534,VB-G,19.11,0.07,18.65,0.1,19.21,0.07,19.754063684656455,0.096,19.111526092405303,0.052,19.10529879298842,0.065,20.122399283711125,,0.09,,0.19,0.82,0.84,0.8,0.21,0.23,0.19,0.03,0.06,0.04,4.77,4.75,4.68,1.0,1.0,1.0,0,0,0,4.0,1.0,6.0,0.0
SUMS_72f52,LMC,83.496555,-68.70477,B-G,19.29,0.11,19.27,0.13,19.37,0.17,20.020063684656456,0.069,19.2905260924053,0.042,19.30529879298842,0.038,19.709399283711125,0.068,0.05,0.11,0.21,0.27,0.25,0.25,0.11,0.16,0.08,0.03,0.02,0.03,2.22,2.22,2.21,4.0,4.0,4.0,1,1,1,2.0,2.0,2.0,2.7
SUMS_73212,LMC,83.516025,-69.17918,B-G,19.66,0.13,,,19.66,0.12,,,19.686526092405305,0.061,19.518298792988418,0.055,19.897399283711124,0.081,0.03,,0.16,0.97,,0.96,0.24,,0.21,0.02,,0.03,6.17,,6.17,,,,0,0,0,4.0,,5.0,0.7
SUMS_73227,LMC,83.51647500000001,-69.47863000000001,VB-G,19.83,0.09,19.6,0.16,19.85,0.2,20.283063684656454,0.099,19.611526092405303,0.075,19.70529879298842,0.144,20.636399283711125,0.183,0.08,0.0,0.1,0.73,0.77,0.7,0.16,0.22,0.13,0.02,0.02,0.02,4.86,4.87,4.88,1.0,1.0,1.0,0,0,0,6.0,3.0,2.0,1.9
SUMS_73368,LMC,83.525835,-69.41528000000001,VB-E,18.96,0.11,,,18.8,0.14,19.865063684656455,0.091,19.1395260924053,0.068,19.10929879298842,0.062,19.804399283711124,0.074,,,,0.98,,0.99,0.29,,0.28,0.04,,0.03,6.78,,6.8,,,,0,0,0,1.0,,1.0,1.2
SUMS_73676,LMC,83.54599499999999,-69.19051,VB-E,19.6,0.09,19.79,0.17,19.72,0.21,20.044063684656457,0.1159999999999999,20.1425260924053,0.081,20.28729879298842,0.068,21.185399283711135,0.184,0.18,0.05,,0.93,0.9,0.9,0.15,0.15,0.13,0.02,0.02,0.03,5.18,5.17,5.2,,,,0,0,0,5.0,4.0,1.0,3.0
SUMS_73bf1,LMC,83.582385,-69.39114000000001,B-E,19.95,0.15,19.78,0.16,,,20.186063684656457,0.114,19.771526092405303,0.084,19.704298792988418,0.105,19.822399283711125,0.091,0.16,0.22,,0.81,0.81,,0.23,0.25,,0.0,0.01,,4.62,4.61,,1.0,1.0,,0,0,0,2.0,2.0,,0.6
SUMS_74065,LMC,83.61321,-69.78208000000001,VB-G,19.66,0.09,19.33,0.14,19.54,0.16,,,20.198526092405302,0.122,19.94629879298842,0.106,20.48039928371113,0.134,0.18,0.02,0.06,0.16,0.2,0.15,0.18,0.24,0.25,0.02,0.01,0.03,2.87,2.88,2.9,5.0,5.0,5.0,0,0,0,8.0,3.0,3.0,
SUMS_742e1,LMC,83.62780500000002,-69.76641,VB-G,19.4,0.15,19.0,0.2,,,20.731063684656455,0.16,19.8055260924053,0.073,19.78329879298842,0.108,19.914399283711123,0.118,0.36,,,0.16,0.19,,0.1,0.18,,0.03,0.02,,3.01,3.04,,2.0,2.0,,0,0,0,2.0,1.0,,2.0
SUMS_74332,LMC,83.62958999999998,-69.74746999999999,B-E,19.44,0.11,19.32,0.16,19.45,0.15,19.761063684656456,0.08,19.0555260924053,0.055,19.22829879298842,0.091,19.84639928371113,0.121,0.21,0.15,0.05,0.43,0.44,0.38,0.28,0.27,0.21,0.03,0.02,0.02,2.44,2.44,2.42,2.0,2.0,2.0,1,1,1,4.0,2.0,3.0,0.5
SUMS_7436c,LMC,83.63067,-69.73311,VB-G,19.55,0.2,,,19.47,0.2,20.900063684656455,0.171,19.5985260924053,0.069,19.54129879298842,0.106,19.936399283711125,0.12,0.09,,0.0,0.87,,0.87,0.29,,0.24,0.01,,0.01,5.74,,5.72,,,,0,0,0,2.0,,3.0,17.8
SUMS_744c6,LMC,83.637945,-69.78589000000001,VB-G,,,19.2,0.14,19.33,0.13,20.041063684656457,0.108,19.399526092405303,0.079,19.42429879298842,0.141,19.81739928371113,0.153,,0.15,0.1,,0.31,0.33,,0.26,0.21,,0.02,0.02,,1.27,1.26,,4.0,4.0,0,1,1,,2.0,4.0,8.3
SUMS_744e0,LMC,83.63845500000002,-69.44362,VB-G,18.88,0.05,18.66,0.06,18.58,0.06,19.336063684656455,0.092,18.8535260924053,0.109,18.94729879298842,0.11,19.550399283711126,0.115,0.41,0.29,0.04,0.26,0.27,0.31,0.05,0.14,0.15,0.02,0.03,0.05,1.67,1.66,1.67,3.0,3.0,3.0,1,1,1,5.0,4.0,4.0,0.9
SUMS_74503,LMC,83.639085,-69.75298000000001,B-G,19.18,0.07,19.26,0.11,19.38,0.11,19.920063684656455,0.1009999999999999,19.343526092405305,0.078,19.248298792988415,0.11,19.654399283711125,0.142,0.2,0.07,0.2,0.4,0.24,0.26,0.22,0.28,0.19,0.02,0.01,0.01,3.64,3.71,3.71,3.0,3.0,3.0,0,0,0,8.0,5.0,6.0,6.2
SUMS_745f8,LMC,83.644335,-69.77895,VB-G,19.56,0.09,,,19.55,0.16,19.973063684656456,0.111,19.428526092405303,0.063,19.62829879298842,0.0969999999999999,20.083399283711124,0.124,0.17,,0.03,0.18,,0.16,0.26,,0.25,0.02,,0.01,2.54,,2.56,3.0,,3.0,0,0,0,8.0,,4.0,2.4
SUMS_74615,LMC,83.64495000000002,-69.75164000000001,VB-G,19.29,0.1,19.44,0.2,19.48,0.14,,,19.785526092405306,0.079,19.58029879298842,0.074,20.29139928371113,0.146,0.22,0.04,0.11,0.38,0.14,0.19,0.12,0.3,0.19,0.03,0.01,0.02,2.77,2.76,2.75,3.0,4.0,4.0,0,0,0,5.0,2.0,5.0,10.8
SUMS_747c3,LMC,83.65620000000001,-69.7533,B-G,,,19.5,0.21,19.32,0.16,20.076063684656457,0.093,19.3515260924053,0.0819999999999999,19.37229879298842,0.076,19.645399283711125,0.104,,0.04,0.15,,0.21,0.3,,0.28,0.18,,0.02,0.04,,2.69,2.71,,4.0,4.0,0,0,0,,2.0,2.0,21.4
SUMS_7481e,LMC,83.65848000000003,-69.75166999999999,B-G,18.88,0.16,,,18.77,0.13,19.612063684656455,0.088,18.7985260924053,0.069,18.86529879298842,0.094,19.638399283711124,0.111,,,0.04,0.37,,0.41,0.26,,0.28,0.06,,0.02,3.76,,3.7,3.0,,3.0,0,0,0,1.0,,2.0,0.0
SUMS_74871,LMC,83.66017499999998,-69.75036,VB-G,19.35,0.12,19.13,0.12,19.48,0.16,20.675063684656457,0.124,19.6125260924053,0.118,19.72629879298842,0.104,20.22439928371113,0.146,0.09,0.06,0.18,0.4,0.4,0.36,0.14,0.19,0.06,0.08,0.08,0.08,4.99,5.05,5.02,1.0,,,0,0,0,4.0,3.0,3.0,2.4
SUMS_749bc,LMC,83.66868000000002,-69.47894000000001,VB-G,19.18,0.07,,,19.05,0.1,,,19.8445260924053,0.093,19.54629879298842,0.162,19.684399283711127,0.15,0.02,,0.05,0.24,,0.27,0.26,,0.25,0.02,,0.03,3.88,,3.89,3.0,,3.0,0,0,0,4.0,,2.0,0.7
SUMS_749fe,LMC,83.67005999999999,-69.82937,VB-E,19.45,0.06,19.4,0.09,19.39,0.08,19.318063684656455,0.07,19.396526092405303,0.0559999999999999,19.57529879298842,0.061,20.185399283711135,0.1369999999999999,0.1,0.17,0.08,0.8,0.77,0.76,0.07,0.1,0.09,0.01,0.01,0.01,2.12,2.12,2.12,4.0,4.0,4.0,1,1,1,9.0,6.0,8.0,4.4
SUMS_74a2e,LMC,83.67129,-69.26059000000001,B-G,18.49,0.05,18.51,0.06,18.38,0.05,,,18.829526092405303,0.103,17.160298792988417,0.124,19.54139928371113,0.161,0.02,0.08,0.1,0.93,0.93,0.94,0.06,0.06,0.07,0.05,0.04,0.08,2.29,2.3,2.28,1.0,1.0,1.0,1,1,1,4.0,4.0,4.0,0.9
SUMS_74bf2,LMC,83.682825,-69.74854,VB-G,18.78,0.05,18.55,0.06,18.79,0.07,20.630063684656456,0.151,19.6975260924053,0.135,19.960298792988414,,19.62539928371113,0.126,0.13,0.2,0.21,0.43,0.42,0.45,-0.04,0.02,-0.07,0.02,0.02,0.03,3.89,3.88,3.9,2.0,2.0,2.0,0,0,0,7.0,7.0,7.0,0.8
SUMS_74c76,LMC,83.68581,-69.74816,B-G,19.14,0.08,18.91,0.08,19.17,0.1,19.961063684656455,0.192,19.0115260924053,0.09,19.07329879298842,0.123,19.47439928371113,0.091,0.03,0.18,0.08,0.34,0.35,0.33,0.01,0.06,-0.04,0.02,0.01,0.01,3.89,3.88,3.9,2.0,2.0,2.0,0,0,0,7.0,6.0,6.0,0.8
SUMS_74c7e,LMC,83.68593000000001,-69.71422,VB-G,19.42,0.15,19.25,0.21,19.74,,21.237063684656455,0.187,19.9035260924053,0.0819999999999999,20.04129879298842,0.0819999999999999,20.64039928371113,0.196,0.02,,,0.34,0.4,0.3,0.18,0.3,0.18,0.03,0.02,0.02,3.69,3.69,3.69,1.0,1.0,1.0,0,0,0,3.0,1.0,1.0,1.3
SUMS_74e57,LMC,83.69757,-69.7811,B-E,19.65,0.11,19.61,0.19,,,19.872063684656457,0.09,19.2755260924053,0.068,19.32829879298842,0.074,19.867399283711126,0.177,0.1,0.05,,0.59,0.58,,0.12,0.15,,0.04,0.04,,4.43,4.48,,1.0,1.0,,0,0,0,7.0,2.0,,6.1
SUMS_74fff,LMC,83.70910500000001,-69.71275,VB-G,19.35,0.11,19.24,0.17,19.38,,20.870063684656454,,19.5925260924053,0.104,19.41329879298842,0.1159999999999999,19.697399283711125,0.088,0.12,0.16,,0.29,0.27,0.26,0.24,0.24,0.13,0.02,0.03,0.01,3.34,2.72,3.34,1.0,2.0,1.0,0,0,0,4.0,2.0,1.0,1.4
SUMS_752a3,LMC,83.72780999999999,-69.23791999999999,VB-E,19.58,0.12,19.63,0.18,19.68,0.18,,,19.7345260924053,0.079,19.55129879298842,0.085,20.19239928371113,0.143,0.14,0.02,0.26,0.82,0.75,0.68,0.21,0.26,0.16,0.02,0.02,0.01,4.02,4.0,3.98,1.0,1.0,1.0,0,0,0,3.0,2.0,3.0,5.9
SUMS_753d7,LMC,83.73581999999999,-69.70483,B-E,18.79,0.1,,,19.0,0.1,19.066063684656456,0.063,18.794526092405302,0.061,18.82229879298842,0.093,19.715399283711125,0.136,0.01,,0.11,0.71,,0.59,0.24,,0.2,0.01,,0.02,3.99,,5.29,1.0,,,0,0,0,2.0,,5.0,1.1
SUMS_7548c,LMC,83.7411,-69.73869,B-G,19.74,0.14,19.63,0.19,19.71,,20.269063684656455,0.1159999999999999,19.4655260924053,0.068,19.559298792988415,0.131,20.092399283711124,,0.13,0.23,0.07,0.12,0.12,0.11,0.14,0.21,0.17,0.02,0.01,0.02,2.74,2.74,2.75,4.0,3.0,4.0,0,0,0,4.0,2.0,2.0,0.7
SUMS_75609,LMC,83.753715,-69.35555,B-E,15.06,0.02,15.18,0.02,15.28,0.02,15.687063684656456,0.031,15.7195260924053,0.03,15.95329879298842,0.066,16.679399283711124,0.067,0.03,0.03,0.04,0.98,0.96,0.89,0.02,0.04,0.04,0.13,0.2,0.19,3.07,3.04,3.05,1.0,1.0,1.0,0,0,0,7.0,7.0,7.0,0.5
SUMS_757ce,LMC,83.76723000000001,-69.71868,B-E,19.64,0.12,19.4,0.17,19.5,0.21,19.906063684656456,0.1009999999999999,19.1715260924053,0.084,19.31629879298842,0.092,19.989399283711126,0.131,0.13,0.17,0.02,0.51,0.5,0.54,0.23,0.25,0.12,0.01,0.01,0.01,4.38,4.39,4.38,1.0,1.0,1.0,0,0,0,5.0,3.0,3.0,0.8
SUMS_75847,LMC,83.77096499999998,-69.54182,VB-E,19.0,0.05,19.12,0.07,19.3,0.08,19.847063684656455,0.094,19.9155260924053,0.07,19.95929879298842,0.1119999999999999,20.917399283711124,0.183,0.1,0.13,0.07,0.96,0.97,0.93,0.06,0.11,0.08,0.03,0.02,0.02,3.76,3.77,3.78,1.0,1.0,1.0,0,0,0,8.0,8.0,6.0,1.0
SUMS_75eb9,LMC,83.826705,-68.86646,B-E,15.17,0.02,15.18,0.02,15.27,0.02,15.807063684656455,0.03,15.7105260924053,0.017,15.96829879298842,0.026,16.779399283711125,0.0289999999999999,0.01,0.03,0.01,1.0,1.0,0.99,0.02,0.03,0.02,0.19,0.11,0.08,4.01,4.1,4.11,1.0,1.0,1.0,0,0,0,5.0,5.0,5.0,1.5
SUMS_75ec8,LMC,83.82709500000001,-69.68179,B-G,18.51,0.05,18.38,0.06,18.48,0.07,18.834063684656456,0.077,18.3985260924053,0.051,18.52029879298842,0.052,19.081399283711125,0.062,0.06,0.08,0.14,0.28,0.28,0.29,0.05,0.1,0.09,0.02,0.01,0.03,2.43,2.48,2.43,8.0,8.0,8.0,1,1,1,5.0,5.0,5.0,2.3
SUMS_75fe5,LMC,83.83626,-70.23266,VB-E,18.97,0.06,19.04,0.1,19.12,0.11,19.372063684656457,0.079,19.547526092405302,0.079,19.37529879298842,0.178,21.357399283711125,,0.06,0.1,0.14,0.95,0.96,0.87,0.13,0.23,0.15,0.04,0.03,0.02,2.2,2.19,2.19,2.0,2.0,2.0,1,1,1,4.0,3.0,3.0,1.4
SUMS_76062,LMC,83.83998000000001,-69.72183000000001,VB-G,19.7,0.13,19.5,0.15,19.76,0.19,,,19.718526092405305,0.083,19.75729879298842,0.089,20.211399283711124,0.141,0.16,0.17,0.24,0.17,0.19,0.18,0.11,0.24,0.1,0.02,0.02,0.02,2.9,2.9,2.92,3.0,3.0,3.0,0,0,0,4.0,3.0,3.0,8.5
SUMS_76101,LMC,83.84402999999998,-69.69566999999999,B-E,19.03,0.12,,,19.01,0.18,20.043063684656456,0.104,19.1265260924053,0.0559999999999999,19.13929879298842,0.063,19.670399283711124,0.107,0.06,,0.01,1.0,,1.0,0.25,,0.27,0.09,,0.08,8.02,,8.07,,,,0,0,0,2.0,,3.0,4.3
SUMS_7647f,LMC,83.86987500000002,-69.27531,VB-G,19.91,0.16,19.53,0.2,19.77,0.15,,,20.131526092405306,0.134,20.04329879298842,0.16,20.279399283711125,0.1159999999999999,0.15,0.11,0.13,0.37,0.41,0.35,0.08,0.1,0.09,0.01,0.02,0.01,1.64,1.64,1.63,1.0,1.0,1.0,1,1,1,5.0,2.0,5.0,5.7
SUMS_7659f,LMC,83.87931,-69.08322,VB-E,18.51,0.05,18.64,0.09,18.78,0.09,19.126063684656454,0.055,19.3865260924053,0.09,19.49029879298842,0.049,20.73339928371113,0.119,0.13,0.04,0.12,1.0,1.0,1.0,0.09,0.13,0.08,0.03,0.04,0.02,11.17,11.14,11.07,,,,0,0,0,6.0,3.0,4.0,0.3
SUMS_76718,LMC,83.89010999999998,-70.31835,VB-E,18.19,0.05,18.11,0.06,18.19,0.06,18.133063684656456,0.065,18.5025260924053,0.065,18.75729879298842,0.125,19.98639928371113,0.15,0.05,0.02,0.01,0.89,0.93,0.88,0.15,0.18,0.12,0.02,0.04,0.05,2.36,2.41,2.36,2.0,1.0,2.0,1,1,1,2.0,2.0,2.0,1.8
SUMS_767b6,LMC,83.89479,-69.69495,VB-G,19.75,0.18,,,19.46,0.21,,,20.079526092405303,0.1009999999999999,19.97129879298842,0.1119999999999999,20.12539928371113,0.126,0.04,,0.06,0.38,,0.47,0.24,,0.26,0.01,,0.02,3.7,,3.71,2.0,,2.0,0,0,0,3.0,,2.0,2.3
SUMS_767cc,LMC,83.89545000000003,-68.86272,VB-G,18.48,0.05,18.83,0.11,18.78,0.09,20.118063684656455,0.124,19.1005260924053,0.042,19.07629879298842,0.071,19.484399283711124,0.052,0.06,0.11,0.17,0.33,0.25,0.27,0.05,0.12,0.09,0.09,0.04,0.05,2.41,2.58,2.51,3.0,3.0,3.0,1,0,0,4.0,2.0,4.0,2.6
SUMS_7689d,LMC,83.900685,-69.69785,VB-E,18.83,0.06,18.72,0.07,18.91,0.08,19.873063684656454,0.131,19.149526092405303,0.105,19.07229879298842,0.104,19.76239928371113,0.142,0.14,0.07,0.08,0.6,0.54,0.79,0.09,0.16,0.15,0.05,0.03,0.05,4.3,4.29,4.26,1.0,1.0,1.0,0,0,0,7.0,6.0,6.0,0.0
SUMS_76a5a,LMC,83.91154499999998,-68.86549000000001,B-E,17.94,0.04,17.89,0.06,17.89,0.05,18.199063684656455,0.09,17.893526092405303,0.031,18.018298792988418,0.059,18.718399283711125,0.076,0.08,0.07,0.01,0.71,0.63,0.73,0.14,0.23,0.16,0.08,0.11,0.09,2.68,2.75,2.66,2.0,2.0,2.0,0,0,0,4.0,2.0,4.0,1.7
SUMS_76a72,LMC,83.912115,-68.85706,VB-G,19.47,0.1,,,19.39,0.15,,,19.402526092405303,0.043,19.582298792988414,0.094,19.978399283711124,0.1,0.16,,0.29,0.49,,0.59,0.09,,0.09,0.02,,0.02,3.51,,3.49,3.0,,2.0,0,0,0,4.0,,3.0,1.6
SUMS_76aac,LMC,83.91363000000003,-69.47755,B-E,19.7,0.21,19.51,0.17,19.37,0.15,19.995063684656454,0.083,19.352526092405306,0.065,19.35229879298842,0.19,,,,0.07,0.16,0.4,0.38,0.43,-0.04,0.05,-0.02,0.04,0.02,0.03,3.87,3.87,3.86,2.0,2.0,2.0,0,0,0,1.0,2.0,2.0,0.3
SUMS_76b0d,LMC,83.91550500000001,-68.85146999999999,B-E,17.58,0.04,17.54,0.04,17.51,0.04,17.980063684656457,0.067,17.6245260924053,0.049,17.75129879298842,0.094,18.59639928371113,0.059,0.01,0.05,0.03,0.44,0.4,0.4,0.05,0.07,0.05,0.04,0.03,0.04,1.83,1.8,1.76,3.0,3.0,3.0,1,1,1,4.0,4.0,4.0,5.6
SUMS_76e6c,LMC,83.93523,-69.64118,B-E,19.37,0.11,19.33,0.12,19.3,,19.099063684656457,0.104,19.0405260924053,0.053,19.332298792988414,0.102,19.997399283711125,0.166,0.17,0.17,0.04,0.99,0.81,1.0,0.2,0.23,0.23,0.02,0.02,0.01,5.87,3.87,7.42,,1.0,,0,0,0,5.0,6.0,2.0,0.3
SUMS_77420,LMC,83.973285,-69.70555,B-E,19.53,0.14,19.56,,19.57,0.14,19.873063684656454,0.092,19.4645260924053,0.083,19.38929879298842,0.079,19.984399283711124,0.108,0.07,,0.14,0.47,0.44,0.52,0.25,0.29,0.24,0.01,0.01,0.02,2.53,2.54,2.54,2.0,2.0,2.0,0,0,0,4.0,1.0,4.0,1.0
SUMS_77b8e,LMC,84.02155500000002,-69.64655,VB-G,19.59,0.13,19.37,0.13,19.29,0.18,19.757063684656455,0.209,20.2285260924053,0.128,20.300298792988418,0.134,,,0.1,0.13,0.01,0.28,0.23,0.38,-0.04,0.23,0.02,0.01,0.01,0.01,3.1,3.12,3.11,3.0,4.0,2.0,0,0,0,5.0,5.0,3.0,8.6
SUMS_77be6,LMC,84.02343,-69.6625,VB-G,19.3,0.11,19.33,,19.29,0.14,20.040063684656456,,20.050526092405303,0.0819999999999999,20.12529879298842,0.055,20.389399283711125,0.123,0.13,,0.13,0.44,0.45,0.43,0.19,0.25,0.18,0.02,0.02,0.02,3.38,3.4,3.4,2.0,2.0,2.0,0,0,0,6.0,1.0,5.0,2.5
SUMS_77c32,LMC,84.02514000000002,-69.66147,VB-G,19.37,0.12,,,19.31,0.14,,,19.995526092405303,0.146,20.15429879298842,0.111,20.495399283711127,0.1639999999999999,0.07,,0.08,0.34,,0.36,0.21,,0.29,0.01,,0.01,3.23,,3.23,2.0,,2.0,0,0,0,5.0,,5.0,0.8
SUMS_77d2b,LMC,84.03039000000003,-69.64465,VB-G,18.82,0.07,19.44,0.21,19.12,0.13,19.760063684656455,0.142,19.8425260924053,0.062,19.83329879298842,0.064,20.060399283711135,0.132,0.32,0.06,0.2,0.45,0.2,0.35,0.03,0.23,-0.03,0.04,0.02,0.02,2.79,1.81,2.79,2.0,4.0,2.0,0,1,0,5.0,2.0,4.0,1.8
SUMS_77df5,LMC,84.034575,-69.67766999999999,VB-G,19.37,0.11,19.48,0.19,,,19.380063684656456,0.102,19.2955260924053,0.048,19.56729879298842,0.075,,,0.13,0.09,,0.62,0.38,,0.16,0.21,,0.02,0.01,,3.11,3.11,,2.0,3.0,,0,0,0,4.0,3.0,,0.5
SUMS_77ec7,LMC,84.03912,-68.9184,VB-G,19.48,0.12,19.28,0.19,18.82,,,,19.521526092405303,0.044,19.498298792988415,0.053,19.940399283711127,0.064,0.38,0.37,,0.13,0.13,0.19,0.11,0.28,0.22,0.01,0.02,0.01,2.62,2.64,2.63,5.0,5.0,5.0,0,0,0,4.0,2.0,1.0,1.9
SUMS_77f59,LMC,84.04196999999998,-69.19962,VB-G,19.01,0.08,,,18.82,0.12,20.425063684656457,0.143,19.7325260924053,0.07,19.18629879298842,,19.81739928371113,0.11,0.17,,0.1,0.18,,0.17,0.23,,0.2,0.01,,0.03,3.52,,3.52,3.0,,3.0,0,0,0,7.0,,3.0,2.2
SUMS_78066,LMC,84.04735500000002,-69.5196,VB-E,19.29,0.12,,,19.35,0.17,18.926063684656455,0.16,19.3485260924053,0.071,19.33929879298842,0.1009999999999999,19.900399283711124,0.084,0.2,,0.0,0.54,,0.5,0.27,,0.29,0.02,,0.04,3.69,,3.69,2.0,,2.0,0,0,0,3.0,,2.0,5.3
SUMS_7815c,LMC,84.05193,-69.51606,B-G,19.79,0.22,,,19.62,0.21,19.171063684656456,0.155,19.407526092405305,0.114,18.646298792988414,,20.04439928371113,0.104,0.01,,0.03,0.32,,0.3,0.23,,0.29,0.01,,0.01,4.22,,4.21,2.0,,2.0,0,0,0,3.0,,2.0,1.4
SUMS_781b1,LMC,84.05338499999998,-69.37524,VB-G,19.46,0.19,19.56,0.2,,,19.907063684656457,0.106,19.5685260924053,0.055,19.53929879298842,0.108,19.953399283711125,0.0969999999999999,0.01,0.0,,0.12,0.1,,0.2,0.27,,0.03,0.04,,3.14,3.13,,1.0,1.0,,0,0,0,2.0,2.0,,0.5
SUMS_78252,LMC,84.05691000000002,-69.53804000000001,B-G,19.32,0.08,19.42,0.11,19.11,0.11,,,19.3605260924053,0.158,19.16929879298842,0.165,19.824399283711124,0.089,0.14,0.21,0.06,0.14,0.13,0.14,0.14,0.19,0.17,0.01,0.01,0.01,3.46,3.46,3.47,3.0,3.0,3.0,0,0,0,8.0,7.0,7.0,2.2
